,tweet_created_at,user_name,user_location,user_description,user_following,user_friends_count,user_followers_count,user_following.1,tweet_full_text,user_default_profile,Tweets
1277,Fri Sep 07 13:09:12 +0000 2018,Eoin Ó Súilleabháin,Cork exile living in Dublin ,"I am a devilish fellow who has mastered many arts! 10+ years #Digital #Marketing #SocialMedia #Brand side, now #agency side as #Digital #Strategy #Director.",False,4400.0,2830.0,False,"Had to be done.
#JustDoIt #Yerra https://t.co/2RYdI3wBEX",False,done justdoit yerra
1278,Fri Sep 07 13:09:09 +0000 2018,Patriot Mary,"Texas, USA","Conservative, small-town girl, horse & animal lover extraordinaire. Love our GREAT country & my home state of Texas. Grins to all you wonderful peeps! #MAGA",False,12651.0,12512.0,False,"Thank you for your hard work @PressSec &amp; your #perseverance against the never-ending hate thrown at you &amp; our GREAT @POTUS by #shithole creating #Dimms 😑

#WalkAwayFromDemocrats #justdoit 
#BeFree #MAGAForAll 
   
#DemocratsLiveToHate ☠🤭

#JustWalkAway from #DemocratHate https://t.co/ezthnrxUMa",False,thank hard work presssec amp perseverance neverending hate thrown amp great potus shithole creating dimms walkawayfromdemocrats justdoit befree magaforall democratslivetohate justwalkaway democrathate
1279,Fri Sep 07 13:08:52 +0000 2018,TrendWiki Nigeria,"Lagos, Nigeria",Trending topics in Nigeria,False,22.0,600.0,False,"***New Trend Alert***

1. #MotigbanaGospelCover
2. Great Victory
3. Sokoto
4. #justdoit
5. #SoarSuperEagles",True,new trend alert motigbanagospelcover great victory sokoto justdoit soarsupereagles
1280,Fri Sep 07 13:08:22 +0000 2018,The Vintage Hammer,Smoky Mountains of East TN,Welcome to The Vintage Hammer where everything is perfectly imperfect. https://t.co/yUjV8bmiNN and #instagram at https://t.co/ePjXDsGnAU,False,1354.0,972.0,False,"Check out our newest Camper/RV Sign! Available in 16 colors and customized with your name(s). Don’t like this one?  We also offer 3 other, different, camping sign styles. 
Buy today and it ships on Monday!!! #camping #rving #JustDoIt  https://t.co/oL9OETDcab",False,check newest camperrv sign available colors customized names dont like one also offer different camping sign styles buy today ships monday camping rving justdoit
1281,Fri Sep 07 13:08:18 +0000 2018,Claudia Mann,,,False,144.0,197.0,False,"@GlennThrush She's just as corrupt as the rest of the administration...………..

#JustDoIt",True,glennthrush shes corrupt rest administration justdoit
1282,Fri Sep 07 13:08:18 +0000 2018,Andrew Quirk,"Phoenix, Arizona","Raised by Buddhist wolves. lntended novelist. Restaurant hack. Two short people call me daddy. Wannabe Bodhisattva, centerfielder, & Avett Brother.",False,881.0,607.0,False,"@realDonaldTrump why not, rather than having staffers taking lie detector tests and issue statements that they didn’t write the up-ed, you focus on sucking less as a president? #good #idea #TrumpResign #JustDoIt",True,realdonaldtrump rather staffers taking lie detector tests issue statements didnt write uped focus sucking less president good idea trumpresign justdoit
1283,Fri Sep 07 13:08:17 +0000 2018,🚶🏻Alexander,"Boston, MA",The eternal sunshine of the spotless mind... Russian American #Trump2020 #PresidentPence2024 #USA #Boston #Sicilia #MAGA,False,905.0,862.0,False,@MichelleDiana @RealDrGina People. Read this book. #JustDoIt,False,michellediana realdrgina people read book justdoit
1284,Fri Sep 07 13:08:08 +0000 2018,🇺🇸Gina Lopez 🌺🌋🏝,"New Mexico, USA","#walkaway #formerDemocrat #newlyIndependent #2A #homesickHawaiiana #loveMotherEarth  https://t.co/O6Cc37iKR3 Artist, mother, & strong, independently minded woman.",False,802.0,503.0,False,"@laphatboy @RealJamesWoods You should be posting this on a Democrats page. They created the KKK. DjT, is not racist. That is a made up hate scheme by the democratic party l, as well. #justdoit",True,laphatboy realjameswoods posting democrats page created kkk djt racist made hate scheme democratic party well justdoit
1285,Fri Sep 07 13:08:07 +0000 2018,Kenneth Romero,,,False,2.0,0.0,False,@ricky_martin ...or a country where a shoe ad is more controversial than a policy to detain migrant children indefinitely. #JustDoIt,True,rickymartin country shoe ad controversial policy detain migrant children indefinitely justdoit
1286,Fri Sep 07 13:08:06 +0000 2018,🔥ThatsWhatSheSaid🔥,Wisconsin ,"I’m a mama bear, spoiled wife, and proud 🧀 with a potty mouth! #Lupus Warrior #FBR #🖕🏼45 #StrongerTogether #VoteBlueNoMatterWho #Impeach45",False,3168.0,3142.0,False,@realDonaldTrump That they hate you and the racist agenda that you stand for? #JustDoIt,False,realdonaldtrump hate racist agenda stand justdoit
1287,Fri Sep 07 13:08:03 +0000 2018,Jaxson Turner N2Y2C,,My Non-Profit Charity focuses on the homeless and less fortunate children! God likes when we help each other. I’m 11 & Never 2 Young 2 Care!,False,44.0,13.0,False,@Nike Sometimes it’s not about playing sports. But also being strong enough to tell about being bullied. I did it! #justdoit https://t.co/uI6ZB1Min2,True,nike sometimes playing sports also strong enough tell bullied justdoit
1288,Fri Sep 07 13:07:59 +0000 2018,Mitten Expedition,Detroit,Just a couple who loves traveling & our Mitten State! Focused on conservation and appreciation for everything outdoors.,False,848.0,188.0,False,"A new edition of our High Five Newsletter dropped yesterday! Don’t miss out on this Brew of the Week! Sign up below ⬇️ #mittenexpedition #blacklotus #justdoit 
https://t.co/Qo4vTa8C4F",False,new edition high five newsletter dropped yesterday dont miss brew week sign mittenexpedition blacklotus justdoit
1289,Fri Sep 07 13:07:55 +0000 2018,Charlet Faye,United States,"I've penned a couple of children's stories, and have two lovely invitations to the White House under my belt. Pondering my next adventure. Las Vegas and beyond.",False,6451.0,5628.0,False,"Breaking: ""I Am Spartacus!"" @TheDemocrats
Now playing at a #KavanaughConfirmationHearings near you. @Nike wants Spartacus! @SenBooker #NikeClownShow
#SpartacusBooker #TrumpWH #SpartacusMyA** #NikeBoycott
#JustDoIt 👉#NewBalance #USA #ObamaCover_Up #ObamaLegacy #AnonymousCoward https://t.co/3FK1YJnkKH",False,breaking spartacus thedemocrats playing kavanaughconfirmationhearings near nike wants spartacus senbooker nikeclownshow spartacusbooker trumpwh spartacusmya nikeboycott justdoit newbalance usa obamacoverup obamalegacy anonymouscoward
1290,Fri Sep 07 13:07:54 +0000 2018,ADT GUY,"Fredericksburg, VA",✝️-👨‍👩‍👧‍👦-👔-🏀-🏈-⛳️,False,297.0,275.0,False,Identifying what’s right &amp; wrong can be done by anyone. Focusing on what’s right is done by few. Pointing out what’s right is done even less. Doing what’s right is a byproduct of these predecessors’ inactions. #justdoit,False,identifying whats right amp wrong done anyone focusing whats right done pointing whats right done even less whats right byproduct predecessors inactions justdoit
1291,Fri Sep 07 13:07:15 +0000 2018,Lucho Escobar,Miami,| Design | Art | History |,False,337.0,95.0,False,"Thank you @Nike for doing something needed, for being real and putting things in context for some people, this may sound stupid, but I want to live my life like that commercial. Nailed it. #JustDoIt",False,thank nike something needed real putting things context people may sound stupid want live life like commercial nailed justdoit
1292,Fri Sep 07 13:07:12 +0000 2018,Paul Ifendu Ukonu,Ur Mind,Took me a while to realize that art can change the world. Let’s create shall we? #AfricasTimeIsNow,False,952.0,2337.0,False,"@the300project is now officially endorsed by @naptipnigeria. Should I shout???

#The300Project #ArtAgainstTrafficking #JustDoIt https://t.co/ka1UkYem8l",False,theproject officially endorsed naptipnigeria shout theproject artagainsttrafficking justdoit
1293,Fri Sep 07 13:07:03 +0000 2018,Ms.Darlene,"Boston, MA","CEO/Founder of LOVEMOTION Inc.
Writer/Producer/Photographer/Editor/Teacher/Mentor/Auntie/Sister/Friend/Daughter Of God
Email: lovemotion.inc@gmail.com",False,1597.0,811.0,False,"I think this is a Perfect way to start my Friday... Good morning, Go getters &amp; Do betters! Watch your blessings drip after you #JustDoIt https://t.co/SxjT26Wuvg",False,think perfect way start friday good morning go getters amp betters watch blessings drip justdoit
1294,Fri Sep 07 13:06:48 +0000 2018,🌹Truepatriotlady🌹,United States,"Gold star family member, and proud Hispanic Trump supporter😘🌹🇺🇸🌹 
No time for 😭👶❄️ and those who think one race matters. 🚫No list",False,3889.0,3776.0,False,"@Kaepernick7 you're just spineless punk ass bigot, who's never done anything heroic in your life. Unlike @KrisParonto, who constantly put his life on the line for others. #JustDoIt is a joke when it comes to a washed up QB https://t.co/Atwu2Iq9iV",False,kaepernick youre spineless punk ass bigot whos never done anything heroic life unlike krisparonto constantly put life line others justdoit joke comes washed qb
1295,Fri Sep 07 13:06:48 +0000 2018,Nicole 🌊🌊🌊,In Your Mind,Blocked by #TheRealRoseanne #NinaTurner  #ggreenwald #seanhannnity  #joeNBC  Military mom #UGA #49ers #RetiredMilitary CJ/Legal Studies Honor Grad,False,7848.0,7961.0,False,@realDonaldTrump This is what .@Nike is thinking and so are we. #JustDoIt #IstandwithKaepernick https://t.co/lHUywuv8YF,False,realdonaldtrump nike thinking justdoit istandwithkaepernick
1296,Fri Sep 07 13:06:35 +0000 2018,SteinbeckAfrica,,Author. Poet. Engineer. songwriter. Bass Guitar. BOARGENES (Son of Thunder). AngryChristian,False,8067.0,10326.0,False,"@kyleecoyote8 @sgtfury1984 @MWinfert @lblee58 @kimmiejs @18RowdyNation @Kaepernick7 @Nike @realDonaldTrump If he’d been taking a knee to protest gay marriage or police brutality against whites you’ll applaud him.

Fact is neither him nor @Nike nor tens of millions of others care about your opinion.

They knew it’d piss off assholes like you but went ahead and Do’d it! #JustDoIt ✅",False,kyleecoyote sgtfury mwinfert lblee kimmiejs rowdynation kaepernick nike realdonaldtrump hed taking knee protest gay marriage police brutality whites youll applaud fact neither nike tens millions others care opinion knew itd piss assholes like went ahead dod justdoit
1297,Fri Sep 07 13:06:18 +0000 2018,Aaron LePrell🦀,"Huntersville, NC","Husband, Dad, CPA, Rotarian, F3 LKN, Libertarian, Patriot 🇺🇸, FSU 🍢 93, Phi Kappa Tau (Beta Iota), UNF MBA 95, Phi Kappa Phi, Runner,  Walker, Beer Drinker",False,452.0,296.0,False,#justdoit #Nike after further consideration I guess they reversed course and have gone w/ this new campaign. 🙄 #fakead https://t.co/zFDD6GifbR,False,justdoit nike consideration guess reversed course gone new campaign fakead
1298,Fri Sep 07 13:06:16 +0000 2018,jan ween,,"animal lover, salt lover, art lover, can jump tall buildings in a single bound",False,440.0,227.0,False,"Love this commercial and all it holds.  #Nike #JustDoIt #KaepernickNike 
Nike - Dream Crazy https://t.co/8k7Xk2Pu0t via @YouTube",False,love commercial holds nike justdoit kaepernicknike nike dream crazy via youtube
1299,Fri Sep 07 13:06:14 +0000 2018,STAMPD MEDIA GLOBAL, International,#GETSTAMPD2k17 #StampD2k17 @blackmarket247 @stampd_media_global on IG,False,2453.0,769.0,False,"🚨🚨🚨🚨🚨#BS @newbalance #YOURTURN TO CHOOSE #JUSTDOIT #DLUXUPROS #STAMPD2k18 #NewBalance 🚨🚨🚨🚨🚨🚨 @ Washington, District of Columbia https://t.co/2jwZOuWbFJ",False,bs newbalance yourturn choose justdoit dluxupros stampdk newbalance washington district columbia
1300,Fri Sep 07 13:06:13 +0000 2018,Ardash Crowfoot,"Alberta, Canada","I am from the Siksika Nation (Northern Blackfoot) located in Alberta, Canada. I have an interest in portraiture and promoting Native American culture.",False,483.0,158.0,False,#colinkaepernick #nike #justdoit  samcrowphoto is on a roll. Curated from his feed. https://t.co/h8ijT4CTed https://t.co/mM41uDqxtR,False,colinkaepernick nike justdoit samcrowphoto roll curated feed
1301,Fri Sep 07 13:06:02 +0000 2018,JenniferR.Norris,Houston,"Grateful to God,Family,Football,Mississippi State Women's Basketball Alumni, Lake Travis HS  🔥Watch 2022 Top QB Isaac Norris🔥 https://t.co/ABEwui9oLR",False,136.0,197.0,False,Nike - Dream Crazy https://t.co/AtLwt3582y via @YouTube #inspire #takerisks #doright #JustDoIt @Nike #dreamcrazy #DREAMCRAZY!,True,nike dream crazy via youtube inspire takerisks doright justdoit nike dreamcrazy dreamcrazy
1302,Fri Sep 07 13:05:59 +0000 2018,pluto da dawg,,plutodadawg@gmail.com https://t.co/zuFJ01hBER Cash. In.AbundanceENT,False,2127.0,4693.0,False,He got his #justdoit on lmao https://t.co/RDcjSFffty,False,got justdoit lmao
1303,Fri Sep 07 13:05:29 +0000 2018,AV$T,THE 48,Whole lotta gang shit🤘🏾😤💯 ESSSKKETTITT 🤑 @zoyeig 💕,False,613.0,680.0,False,"Bro, why is everyone so pressed about Kaep?? People act like he’s the worst person to ever walk this earth for fighting for something he believes in.. The shit just ridiculous 🙄 #justdoit #KaepernickNike",True,bro everyone pressed kaep people act like hes worst person ever walk earth fighting something believes shit ridiculous justdoit kaepernicknike
1304,Fri Sep 07 13:05:04 +0000 2018,Aida Greenbury 🌱,Indonesia - Australia ,"Maverick nemophilist, sustainability adviser, working with organizations for #ZeroDeforestation, responsible supply chain, inclusivity & climate finance.",False,1612.0,5225.0,False,"We could shift to sustainability and save $26 trillion. Why aren’t we doing it? https://t.co/v9BA8GyG84
Because it’s time for us to make climate change action compulsory, no longer voluntary. 
#JustDoIt https://t.co/l3E9C7UCZd",False,could shift sustainability save trillion arent time us make climate change action compulsory longer voluntary justdoit
1305,Fri Sep 07 13:04:41 +0000 2018,Laomiz Beauty,owings mills,"Licensed Esthetician, Makeup artist, Skincare expert, gele expert. I would love to meet with you to talk about how i can help make your special day beautiful.",False,38.0,46.0,False,"W O W ! It’s Friday... have fun doing what you love ❤️ #justdoit #justdoit✔️
.
.
#laomizbeauty #Laomizbride #laomizbeautystudio #laomizbeautyexperience #beautyexpert #makeupeducator #skin… https://t.co/gf9sG3zyoV",False,friday fun love justdoit justdoit laomizbeauty laomizbride laomizbeautystudio laomizbeautyexperience beautyexpert makeupeducator skin
1306,Fri Sep 07 13:04:33 +0000 2018,OLB,"San Antonio, TX","https://t.co/V3dQE4duNX is where all the serious truck builders get their LED lights because they can trust the quality, integrity, and longevity!  LIFETIME WARRANTY",False,116.0,141.0,False,"#justdoit 
roadwireleatherinteriors @bdssuspension @offroadledbars  #colinwho #nike #jeep #jeepwrangler #wrangler #jku https://t.co/3lgTLThrJd",True,justdoit roadwireleatherinteriors bdssuspension offroadledbars colinwho nike jeep jeepwrangler wrangler jku
1307,Fri Sep 07 13:04:22 +0000 2018,Blas Javier Guillen,"Phoenix, AZ",,False,87.0,30.0,False,Nike Names @Kaepernick7 the Face of #JustDoIt Campaign - Faketriots Burn... https://t.co/VCPXlDjnCe via @YouTube,False,nike names kaepernick face justdoit campaign faketriots burn via youtube
1308,Fri Sep 07 13:04:20 +0000 2018,Os on football,North America,"Os Davis, writer at https://t.co/i9R9WTFDmX & @RWBpodcast co-host, drops comments about the #CFL, #NFL, sometimes even the #UNMLobos here...",False,921.0,767.0,False,Nice... #JustDoIt https://t.co/bN5mKn9FWs,False,nice justdoit
1309,Fri Sep 07 13:04:18 +0000 2018,Steven,Jersey,"Phone never on, I don't conversate",False,786.0,485.0,False,Oh yeah if you by 34th in NYC look up @Kaepernick7 @nike #JustDoIt 🔥🔥🔥🔥🔥 https://t.co/JErXTznQtX,False,oh yeah th nyc look kaepernick nike justdoit
1310,Fri Sep 07 13:03:57 +0000 2018,MrzMayo4Life,"Virginia, USA","Mom, Wife, Cancer Survivor and Loving Life to Fullest because I'm Blessed and Highly Favored",False,321.0,182.0,False,"@krassenstein Yes it is...it touch my soul...motivated me more to keep fighting, pushing and reaching. #JustDoIt",True,krassenstein yes isit touch soulmotivated keep fighting pushing reaching justdoit
1311,Fri Sep 07 13:03:54 +0000 2018,Melissa Ellis,"Knoxville, TN",Blue-eyed soul & jazz with a southern drawl. Wife. Boymom. Songstress. World famous for super-bad culinary skills & dancing with Gopher from Love Boat at 3.,False,126.0,109.0,False,I’m dead. 😂 #justdoit #nike #officespace #lol #humor https://t.co/3fSDFma64y,False,im dead justdoit nike officespace lol humor
1312,Fri Sep 07 13:03:49 +0000 2018,Jayo,508,"Top Shelf Genetics, J.A.Y.O coming soon.. Active Skills Training",False,996.0,945.0,False,@realDonaldTrump Equal justice #Justdoit,True,realdonaldtrump equal justice justdoit
1313,Fri Sep 07 13:03:36 +0000 2018,Denise Rucker Krepp,"Washington, DC","Action, not words. @timkrepp's wife. Mom. Former Maritime Administration Chief Counsel & Coast Guard officer. ANC Commissioner and Girl Scout troop leader.",False,1720.0,1507.0,False,"TBT. In 1915, President Wilson segregated federal government, including military. References to this deliberate segregation can be found on multiple govt sites. Instead of castigating @Kaepernick7 #JustDoIt, might be time for a little self-reflection. https://t.co/yzIKfUY50I https://t.co/AHVD7P9bpk",True,tbt president wilson segregated federal government including military references deliberate segregation found multiple govt sites instead castigating kaepernick justdoit might time little selfreflection
1314,Fri Sep 07 13:03:34 +0000 2018,Mz. Chitown 🎭,Minding mines,TRUMP GET THE FUCK OUT OF THE WHITE HOUSE! #Impeachtrump then #Impeachpence,False,2083.0,1076.0,False,Awwww 🤣🤣 Lol @KevinHart4real #KevinHart #Nike #JustDoIt https://t.co/cmMGlUvcz5,False,awwww lol kevinhartreal kevinhart nike justdoit
1315,Fri Sep 07 13:03:30 +0000 2018,Gloria Caudill 🌊🌊🌊🌊🇺🇸,,,False,208.0,31.0,False,#justdoit Very inspiring ❤️🇺🇸 https://t.co/kh16YQ4vj6,True,justdoit inspiring
1316,Fri Sep 07 13:03:14 +0000 2018,Snipr,U.S.A.,"Mortal Enemy of the Deep State Anti American, Politically Correct, Progressive Globalist Agenda. You Lost We Won. WalkAway",False,4808.0,4789.0,False,"When you sacrifice everything for Nothing ... #Nike #JustDoIt
#FridayFeeling https://t.co/lmtN4Hgnws",False,sacrifice everything nothing nike justdoit fridayfeeling
1317,Fri Sep 07 13:03:11 +0000 2018,Brenda Mortensen,"Colorado, United States","Thinker, doer, reader, writer, learner, teacher, follower, leader, meditator, and creator",False,227.0,45.0,False,"I stand with Nike. “Go after your dream.” #JustDoIt 
I take a knee with Colin. “Justice for all.” #ImWithKap 
Don’t be gullible and get distracted by those who try to change their messages and the conversation to avoid the issues.

“No one is free, until we are all free.” -MLK",True,stand nike go dream justdoit take knee colin justice imwithkap dont gullible get distracted try change messages conversation avoid issues one free free mlk
1318,Fri Sep 07 13:03:07 +0000 2018,Carlos Torres,Middle Earth 🖕🏽,“Life is full of no reason.” / “It’s like a finger pointing to the moon. Don’t focus on the finger or you’ll miss out on all that heavenly glory.” -Bruce,False,160.0,15.0,False,@realDonaldTrump They were thinking unite. Unlike you. They are against social injustice and for pointing a finger back at you. But not the index or pinky or the ring or the thumb. Its the one you put up when you don’t give a 🖕🏽. #Nike #JustDoIt #Kaepernick #Unite #NotDivide #GetAClueOrangeGuy,False,realdonaldtrump thinking unite unlike social injustice pointing finger back index pinky ring thumb one put dont give nike justdoit kaepernick unite notdivide getaclueorangeguy
1319,Fri Sep 07 13:03:04 +0000 2018,Joao Mordomo,"Curitiba, Paraná",Adorador de Jesus. Great Commission Entrepreneur. Co-founder & SVP @CrossoverGlobal. Prof @LibertyU & CIU. Sr Associate @lcwe & WEA. Co-chair @BAMGlobalTT.,False,8962.0,16875.0,False,"This is a belief and a sacrifice. Will others follow? ... College Kicks Nike to the Curb: If Nike is Ashamed of America, We Are Ashamed of Them. #JustDoit #JustDolt #JustBlewIt. https://t.co/cID3qokyZ7",False,belief sacrifice others follow college kicks nike curb nike ashamed america ashamed justdoit justdolt justblewit
1320,Fri Sep 07 13:03:01 +0000 2018,Laomiz Beauty,owings mills,"Licensed Esthetician, Makeup artist, Skincare expert, gele expert. I would love to meet with you to talk about how i can help make your special day beautiful.",False,38.0,46.0,False,"Love the #ombrelips #matte #nudelips #justdoit #justdoit✔️ Love you so much Kennie😘
.
.
Makeup @laomizbeauty_mua
#laomizbeauty #Laomizbride #laomizbeautystudio #laomizbeautyexperience #beautyexpert... https://t.co/I6697Ux9zq",False,love ombrelips matte nudelips justdoit justdoit love much kennie makeup laomizbeautymua laomizbeauty laomizbride laomizbeautystudio laomizbeautyexperience beautyexpert
1321,Fri Sep 07 13:03:01 +0000 2018,Shanae,USA,"Woman,mom, daughter,  I love people.  Right is right and wrong is wrong. Do unto others as you would have them do unto you.",False,1145.0,1143.0,False,@LorineMS @tgirlmiller @realDonaldTrump Trust and believe... This chick's issue has nothing to do with shoes! #JustDoIt,True,lorinems tgirlmiller realdonaldtrump trust believe chicks issue nothing shoes justdoit
1322,Fri Sep 07 13:03:00 +0000 2018,Matt Samuel,"Dallas, TX",Simply on a faith journey being shaped by God.,False,455.0,455.0,False,@Nike way to stand for your values! #JustDoIt https://t.co/axjZAsduLR,False,nike way stand values justdoit
1323,Fri Sep 07 13:02:52 +0000 2018,jennifer,,,False,890.0,297.0,False,"@realDonaldTrump That they are going to make a lot of money by being on the right side of history?
@Nike 
#JustDoIt 
#TakeAKnee 
#VoteBlueToSaveAmerica",False,realdonaldtrump going make lot money right side history nike justdoit takeaknee votebluetosaveamerica
1324,Fri Sep 07 13:02:48 +0000 2018,Laomiz Beauty,owings mills,"Licensed Esthetician, Makeup artist, Skincare expert, gele expert. I would love to meet with you to talk about how i can help make your special day beautiful.",False,38.0,46.0,False,"Love the #ombrelips #matte #nudelips #justdoit #justdoit✔️ Love you so much Kennie😘
.
.
Makeup @Laomizbeauty
#laomizbeauty #Laomizbride #laomizbeautystudio #laomizbeautyexperience… https://t.co/eWJvwv4QwU",False,love ombrelips matte nudelips justdoit justdoit love much kennie makeup laomizbeauty laomizbeauty laomizbride laomizbeautystudio laomizbeautyexperience
1325,Fri Sep 07 13:02:39 +0000 2018,Fair Play Coalition,New York City,Fair Play stands together with New York City's students to support equitable access to after school sports,False,159.0,114.0,False,"This was a great big week for athletes and athlete-activists alike, between @Kaepernick7 historic #JustDoIt campaign and @serenawilliams return to the #USOpen finals. | #fairplayfriday",True,great big week athletes athleteactivists alike kaepernick historic justdoit campaign serenawilliams return usopen finals fairplayfriday
1326,Fri Sep 07 13:02:34 +0000 2018,Taurean,United States,"Sports. #skinsdoe, Politics. I think, a lot. Never Scared. Social Progressive, Fiscal..Depends. #BLM ✊🏾 Hip to it all. Do ya googles. Struggling Law student",False,510.0,1120.0,False,"Listen I watched Colin Kaepernick go into Lambeau Field when it was -14 degrees wind chill (literally) and beat the Green Bay Packers. In the Playoffs. WITH NO SLEEVES... 

Just Mark that as exhibit A at the collusion hearing and...

 @Kaepernick7 @NFLPA @markgeragos   #JustDoIt https://t.co/f5TI1lMwIc",True,listen watched colin kaepernick go lambeau field degrees wind chill literally beat green bay packers playoffs sleeves mark exhibit collusion hearing kaepernick nflpa markgeragos justdoit
1327,Fri Sep 07 13:02:28 +0000 2018,Charlie-Nicole,In my skin,words are life nouns give us relation verbs provide the confirmation,False,519.0,441.0,False,Good Morning this is a gentle reminder that you do have the right to remain silent #justdoit #nike #facts #exerciseyourrights https://t.co/JDXNFzOnhp,False,good morning gentle reminder right remain silent justdoit nike facts exerciseyourrights
1328,Fri Sep 07 13:02:16 +0000 2018,Marie Corfield,New Jersey,Mom/Tchr/Blogger/EdActivist/That Teacher In That Chris Christie You Tube Video/Sometime Politician/Full Time Fighter for Social Justice,False,1279.0,2913.0,False,.@Nike @Kaepernick7 gave me goosebumps. So inspiring! #JustDoIt #FridayFeeIing https://t.co/Giomf95Fi4 via @YouTube,True,nike kaepernick gave goosebumps inspiring justdoit fridayfeeiing via youtube
1329,Fri Sep 07 13:02:06 +0000 2018,Picture_Me_Perfect,"Houston, TX",SHOW OUT AND I'LL SHOW OUT WITH YOU!,False,498.0,741.0,False,feeling like a NIKE day.. @Nike @nikestore #JustDoIt 🏈 https://t.co/1kj0V08Ygq,True,feeling like nike day nike nikestore justdoit
1330,Fri Sep 07 13:02:04 +0000 2018,shana harville,"Bay Minette, AL","Here to not merely survive, but to thrive; and do so with some passion, some compassion, some humor, and some style. (MA)",False,75.0,14.0,False,"Childhood Cancer. The ultimate injustice. Jump on this one NIKE.  
#ripdenver #denverstrong
#putyourmoneyherenike #nike
#justdoit #gogold #childhoodcancer #morethanfour #putsomemoneyherenike #kidslivesmatter #therealinjustice #whereyouatnike https://t.co/dtm9PAFHRl",True,childhood cancer ultimate injustice jump one nike ripdenver denverstrong putyourmoneyherenike nike justdoit gogold childhoodcancer morethanfour putsomemoneyherenike kidslivesmatter therealinjustice whereyouatnike
1331,Fri Sep 07 13:01:28 +0000 2018,Lee Designs Ltd.,Trinidad / New York,The Official Twitter Page of Lee Designs Ltd. - Creative Consultant / Designer - Lee Aleong,False,887.0,753.0,False,Again #gymagain #niketraining #gymlife #justdoit #leedesignsltd #leedesigns #thebass #sleepy https://t.co/oGoQO9Aqto,False,gymagain niketraining gymlife justdoit leedesignsltd leedesigns thebass sleepy
1332,Fri Sep 07 13:01:24 +0000 2018,Gareth Jenkins,"Sydney, New South Wales",Graphic Designer | Instagram: Gininja,False,236.0,234.0,False,"Nike has been &amp; can be criticised for lots of things, but for it to be a message like this that causes so much anger in people, is more the perfect summation of the idiocy &amp; hypocrisy of those who protest the idea of just believing in something. #JustDoIt https://t.co/B9DdC2B5wE",False,nike amp criticised lots things message like causes much anger people perfect summation idiocy amp hypocrisy protest idea believing something justdoit
1333,Fri Sep 07 13:01:17 +0000 2018,Resist_EU,🇪🇺,Gable Stenius,False,248.0,175.0,False,"RESIST!
#JustDoIt",True,resist justdoit
1334,Fri Sep 07 13:01:16 +0000 2018,Ultra YOU Woman,"California, USA","I share tips to achieve your health goals and be your best self inside & out! Plus healthy living, weight loss success stories, skincare & post-birth snap back!",False,48721.0,57983.0,False,Start TODAY! #justdoit #noexcuses #fitness https://t.co/3emLjj9G1s,True,start today justdoit noexcuses fitness
1335,Fri Sep 07 13:01:02 +0000 2018,Before Selma,"Longwood, FL","Harry T. Moore was an AfAm teacher, founder of the 1st branch of NAACP in Brevard County, FL and pioneer in the Civil Rights Movement. #BLM #TheResistance #FBR",False,2835.0,2208.0,False,"After police unions threaten Nike with boycotts, black officers insist they stand with Kaepernick https://t.co/PvXm7Eikgl #ImWithKap #TakeAKnee #JustDoIt",False,police unions threaten nike boycotts black officers insist stand kaepernick imwithkap takeaknee justdoit
1336,Fri Sep 07 13:00:57 +0000 2018,Claudia Mann,,,False,144.0,197.0,False,"@leahmcelrath I hope so!

#JustDoIt",True,leahmcelrath hope justdoit
1337,Fri Sep 07 13:00:52 +0000 2018,dokmz - #SpeakOutAgainstHate,dancin' the revolution,"#antiracist #newsblog and press review. #Fascism is not an opinion - fascism is a crime!

combating #antisemitism, #racism, #homophobia & #nazis / #neo-nazis",False,3854.0,4370.0,False,Charlottesville Jury Fines Man $1 for Punching White Nationalist - #moneyworth #JustDoIt - https://t.co/rlrQgZ4ZRV - The Virginia jury might have just settled an age-old question. Jeffrey Winder was found guilty of misdemeanor assault in February for...,False,charlottesville jury fines man punching white nationalist moneyworth justdoit virginia jury might settled ageold question jeffrey winder found guilty misdemeanor assault february
1338,Fri Sep 07 13:00:48 +0000 2018,JY,toronto,er nurse. graduate student. momma. life is short. dont put up with the bs.                          proud to be #liberaltrash #fucktrump,False,835.0,420.0,False,"@realDonaldTrump That they would lead by a positive example?

That they would take a stand for whats right?

That they would protest injustice in a calm amd thoughtful manner that does not incite violence? 

@realDonaldTrump give any of these a shot, just once, for once. 

#justdoit",True,realdonaldtrump would lead positive example would take stand whats right would protest injustice calm amd thoughtful manner incite violence realdonaldtrump give shot justdoit
1339,Fri Sep 07 13:00:48 +0000 2018,carlos cardiel,,2/13,False,531.0,213.0,False,Respect! #JustDoIt https://t.co/NIJZSwqiUO,False,respect justdoit
1340,Fri Sep 07 13:00:25 +0000 2018,PUBLIC Inc.,Toronto,PUBLIC is a full-service social impact marketing agency and consultancy.,False,2093.0,2161.0,False,"Nike's position took guts, but not without support. Brands are becoming more overtly political as the lines between citizens and consumers continue to blur - we break down why in our latest #PublicPOV: https://t.co/yxYrHITxRW #JustDoIt https://t.co/2HolKJKLR5",False,nikes position took guts without support brands becoming overtly political lines citizens consumers continue blur break latest publicpov justdoit
